fila_csv;destino_original;destino_normalizado;motivo;origen_original;origen_normalizado;especie_original;variedad_original;peso;unidad
47662;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;MORRON;19,400;TN
47663;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;MORRON;28,600;TN
47664;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;MORRON;71,700;TN
47665;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;MORRON;55,100;TN
47666;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;PIMIENTO;MORRON;0,200;TN
47667;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;PIMIENTO;MORRON;0,800;TN
47668;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;PIMIENTO;MORRON;1,300;TN
47691;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;3,900;TN
47692;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;2,300;TN
47693;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;2,800;TN
47694;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;2,600;TN
47695;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;2,200;TN
47696;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;8,400;TN
47697;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;6,500;TN
47698;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;5,700;TN
47699;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;2,900;TN
47700;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;PICANTE;7,300;TN
47701;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PIMIENTO;PICANTE;0,100;TN
47702;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;PICANTE;0,300;TN
47703;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;PICANTE;0,200;TN
47704;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;PICANTE;1,000;TN
47705;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;PICANTE;2,800;TN
47706;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;PICANTE;0,200;TN
47707;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;5,400;TN
47708;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;0,600;TN
47709;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;3,600;TN
47710;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;4,700;TN
47711;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;11,300;TN
47712;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;8,800;TN
47713;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;5,900;TN
47714;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;5,400;TN
47715;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;15,800;TN
47716;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;PICANTE;10,300;TN
47717;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;PIMIENTO;PICANTE;0,100;TN
47719;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;PININO;0,100;TN
47744;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;1,900;TN
47745;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;0,700;TN
47746;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;3,000;TN
47747;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;6,300;TN
47748;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;11,200;TN
47749;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;10,600;TN
47750;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;10,200;TN
47751;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;9,800;TN
47752;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;13,100;TN
47753;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;9,500;TN
47754;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;12,400;TN
47755;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;PIMIENTO;VINAGRE;14,100;TN
47756;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PIMIENTO;VINAGRE;0,600;TN
47757;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PIMIENTO;VINAGRE;1,100;TN
47758;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PIMIENTO;VINAGRE;0,200;TN
47759;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PIMIENTO;VINAGRE;0,500;TN
47760;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PIMIENTO;VINAGRE;0,100;TN
47761;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;VINAGRE;0,100;TN
47762;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;VINAGRE;0,600;TN
47763;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PIMIENTO;VINAGRE;0,300;TN
47764;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;3,400;TN
47765;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;1,100;TN
47766;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;2,600;TN
47767;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;5,700;TN
47768;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;1,600;TN
47769;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;8,200;TN
47770;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;10,600;TN
47771;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;14,700;TN
47772;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PIMIENTO;VINAGRE;8,500;TN
47773;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;PIMIENTO;VINAGRE;0,100;TN
47774;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;PIMIENTO;VINAGRE;0,600;TN
47775;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;PIMIENTO;VINAGRE;1,700;TN
47782;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;POROTO;SIN VARIEDAD;0,400;TN
47783;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;POROTO;SIN VARIEDAD;0,200;TN
47784;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;POROTO;SIN VARIEDAD;1,200;TN
47785;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;POROTO;SIN VARIEDAD;0,600;TN
47786;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;POROTO;SIN VARIEDAD;0,100;TN
47787;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;POROTO;SIN VARIEDAD;0,800;TN
47788;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;POROTO;SIN VARIEDAD;0,400;TN
47789;SAN JUAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SAN JUAN;San Juan;POROTO;SIN VARIEDAD;0,100;TN
47807;ESPAÑA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ESPAÑA;España;PUERRO;SIN VARIEDAD;0,100;TN
47808;LA PAMPA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";LA PAMPA;La Pampa;PUERRO;SIN VARIEDAD;0,400;TN
47809;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;6,400;TN
47810;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;2,600;TN
47811;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;2,500;TN
47812;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;9,500;TN
47813;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;10,200;TN
47814;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;11,400;TN
47815;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;7,300;TN
47816;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;6,400;TN
47817;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;4,200;TN
47818;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;2,100;TN
47819;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;1,400;TN
47820;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;PUERRO;SIN VARIEDAD;0,900;TN
47821;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PUERRO;SIN VARIEDAD;0,300;TN
47822;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PUERRO;SIN VARIEDAD;1,200;TN
47823;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PUERRO;SIN VARIEDAD;0,300;TN
47824;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PUERRO;SIN VARIEDAD;1,900;TN
47825;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;PUERRO;SIN VARIEDAD;0,500;TN
47826;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;PUERRO;SIN VARIEDAD;0,100;TN
47827;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;PUERRO;SIN VARIEDAD;0,100;TN
47828;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;PUERRO;SIN VARIEDAD;0,100;TN
47829;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;PUERRO;SIN VARIEDAD;0,300;TN
47830;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PUERRO;SIN VARIEDAD;0,100;TN
47831;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;PUERRO;SIN VARIEDAD;0,200;TN
47832;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;PUERRO;SIN VARIEDAD;4,500;TN
47833;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;PUERRO;SIN VARIEDAD;1,200;TN
47834;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;PUERRO;SIN VARIEDAD;0,200;TN
47835;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;PUERRO;SIN VARIEDAD;0,300;TN
47854;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,100;TN
47855;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,100;TN
47856;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,200;TN
47857;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,100;TN
47858;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,300;TN
47859;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,200;TN
47860;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,500;TN
47861;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,100;TN
47862;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,700;TN
47863;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,500;TN
47864;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RABANITO;SIN VARIEDAD;0,300;TN
47865;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;RABANITO;SIN VARIEDAD;0,100;TN
47866;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;RABANITO;SIN VARIEDAD;0,100;TN
47867;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;RABANITO;SIN VARIEDAD;0,900;TN
47883;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICCHIO;SIN VARIEDAD;0,300;TN
47884;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICCHIO;SIN VARIEDAD;0,100;TN
47885;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICCHIO;SIN VARIEDAD;0,100;TN
47886;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;RADICCHIO;SIN VARIEDAD;0,500;TN
47887;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;RADICCHIO;SIN VARIEDAD;0,800;TN
47888;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;RADICCHIO;SIN VARIEDAD;0,700;TN
47889;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;RADICCHIO;SIN VARIEDAD;0,700;TN
47902;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHA;SIN VARIEDAD;0,300;TN
47903;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;RADICHA;SIN VARIEDAD;0,900;TN
47904;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;RADICHA;SIN VARIEDAD;0,100;TN
47905;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;RADICHA;SIN VARIEDAD;0,100;TN
47921;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,100;TN
47922;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,200;TN
47923;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,200;TN
47924;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,500;TN
47925;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,200;TN
47926;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,100;TN
47927;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,100;TN
47928;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,200;TN
47929;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,500;TN
47930;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,500;TN
47931;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;RADICHETA;SIN VARIEDAD;0,200;TN
47944;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;REMOLACHA;SIN VARIEDAD;1,000;TN
47951;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;REMOLACHA;SIN VARIEDAD;6,200;TN
47952;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;REMOLACHA;SIN VARIEDAD;2,900;TN
47953;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;40,700;TN
47954;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;38,600;TN
47955;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;22,600;TN
47956;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;28,200;TN
47957;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;34,100;TN
47958;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;20,100;TN
47959;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;18,900;TN
47960;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;8,700;TN
47961;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;13,300;TN
47962;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;8,200;TN
47963;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;8,100;TN
47964;M.D.PLAT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";M.D.PLAT;Mar del Plata;REMOLACHA;SIN VARIEDAD;8,600;TN
47965;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;REMOLACHA;SIN VARIEDAD;7,800;TN
47966;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;REMOLACHA;SIN VARIEDAD;1,300;TN
47967;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;REMOLACHA;SIN VARIEDAD;1,900;TN
47968;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;REMOLACHA;SIN VARIEDAD;1,700;TN
47969;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;REMOLACHA;SIN VARIEDAD;3,200;TN
47970;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;REMOLACHA;SIN VARIEDAD;0,900;TN
47971;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;REMOLACHA;SIN VARIEDAD;1,700;TN
47972;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;REMOLACHA;SIN VARIEDAD;0,200;TN
47973;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;REMOLACHA;SIN VARIEDAD;0,200;TN
47974;PTO.RICO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PTO.RICO;Puerto Rico;REMOLACHA;SIN VARIEDAD;0,100;TN
47975;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;REMOLACHA;SIN VARIEDAD;0,100;TN
47976;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;REMOLACHA;SIN VARIEDAD;0,100;TN
47977;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;REMOLACHA;SIN VARIEDAD;0,200;TN
47978;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;52,000;TN
47979;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;1,100;TN
47980;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;20,500;TN
47981;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;33,700;TN
47982;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;52,900;TN
47983;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;72,000;TN
47984;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;103,300;TN
47985;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;79,200;TN
47986;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;REMOLACHA;SIN VARIEDAD;65,200;TN
47987;SGO.EST.;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SGO.EST.;Santiago del Estero;REMOLACHA;SIN VARIEDAD;2,100;TN
47988;SGO.EST.;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SGO.EST.;Santiago del Estero;REMOLACHA;SIN VARIEDAD;30,600;TN
47989;SGO.EST.;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SGO.EST.;Santiago del Estero;REMOLACHA;SIN VARIEDAD;83,400;TN
47990;SGO.EST.;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SGO.EST.;Santiago del Estero;REMOLACHA;SIN VARIEDAD;67,900;TN
47991;SGO.EST.;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SGO.EST.;Santiago del Estero;REMOLACHA;SIN VARIEDAD;11,400;TN
