rubro;mercado;procedencia;especie;variedad;unidad;cantidad_observaciones;cantidad_fechas_distintas;cantidad_meses_distintos;cantidad_fechas_disponibles;fecha_minima;fecha_maxima;cantidad_meses_disponibles;precio_promedio;precio_min;precio_max;coeficiente_variacion;porcentaje_precios_validos;indicador_serie_utilizable
Hortalizas;(sin informar);Mendoza;TOMATE REDONDO;(sin informar);$/Kg;49;33;5;33;2026-01-05;2026-05-07;5;24673.4694;12000.0000;33000.0000;0.1983;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;LECHUGA;Criolla;$/Kg;49;48;3;48;2026-06-12;2026-08-24;3;1138.9457;666.6700;2000.0000;0.3407;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;ZANAHORIA;Chantenay;$/Kg;49;48;3;48;2026-06-12;2026-08-24;3;661.5651;611.1100;888.8900;0.1024;100.0000;Alta
Frutas;(sin informar);Mendoza;MANZANA R DELICIUS ELEGIDA;(sin informar);$/Kg;48;36;7;36;2026-02-09;2026-08-24;7;49729.1667;20000.0000;67000.0000;0.1956;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Jujuy;TUNA;(sin informar);$/Kg;48;48;3;48;2026-01-12;2026-03-20;3;2154.1667;1700.0000;2500.0000;0.1344;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;PELON;Venus;$/Kg;48;30;3;30;2026-01-26;2026-03-17;3;2296.8735;1833.3300;2583.3300;0.0937;100.0000;Alta
Hortalizas;(sin informar);Formosa;MANDIOCA;(sin informar);$/Kg;48;34;7;34;2026-03-16;2026-12-25;7;14447.9167;12000.0000;30000.0000;0.1823;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Salta;CHAUCHA;Esmeralda;$/Kg;48;47;3;47;2026-06-12;2026-08-24;3;2741.6667;1900.0000;4200.0000;0.2102;100.0000;Alta
Frutas;(sin informar);Corrientes;NARANJA SALUSTIANA;(sin informar);$/Kg;47;26;4;26;2026-05-04;2026-08-24;4;14340.4255;12000.0000;20000.0000;0.1351;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);CEREZA;Prom.Esp.;$/Kg;47;47;4;47;2026-01-02;2026-07-29;4;8594.2911;7342.8600;21200.0000;0.2501;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Victoria;$/Kg;47;32;3;32;2026-05-08;2026-08-24;3;5736.7021;5625.0000;6000.0000;0.0171;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;California;$/Kg;47;47;4;47;2026-01-23;2026-04-30;4;1951.0638;1500.0000;2700.0000;0.1911;100.0000;Alta
Hortalizas;(sin informar);Mendoza;ZAPALLO COREANO;(sin informar);$/Kg;47;31;8;31;2026-01-12;2026-08-24;8;14840.4255;8000.0000;33000.0000;0.4755;100.0000;Alta
Frutas;(sin informar);Mendoza;PALTA HASS;(sin informar);$/Kg;46;33;8;33;2026-01-15;2026-08-19;8;60500.0000;29000.0000;76000.0000;0.2084;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Entre Ríos;FRAMBUESA;(sin informar);$/Kg;46;45;4;45;2026-03-30;2026-06-25;4;37898.5500;26000.0000;50666.7000;0.2936;100.0000;Alta
Hortalizas;(sin informar);Mendoza;ACELGA;(sin informar);$/Kg;46;41;8;41;2026-01-05;2026-08-24;8;8500.0000;4000.0000;20000.0000;0.5490;100.0000;Alta
Frutas;(sin informar);Mendoza;PERA WILIAMS COMERCIAL;(sin informar);$/Kg;45;35;6;35;2026-02-09;2026-08-24;6;30666.6667;17000.0000;50000.0000;0.2331;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;CEB VERDEO;Colorada;$/Kg;45;42;3;42;2026-06-08;2026-08-24;3;4220.0000;1200.0000;26000.0000;1.2079;100.0000;Alta
Frutas;(sin informar);Mendoza;PERA WILIAMS ELEGIDA;(sin informar);$/Kg;44;35;6;35;2026-01-12;2026-08-24;6;33318.1818;20000.0000;45000.0000;0.1930;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Benitaka;$/Kg;44;39;3;39;2026-06-05;2026-08-03;3;6269.8864;5750.0000;6625.0000;0.0438;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Sweet Jubi;$/Kg;44;33;3;33;2026-06-19;2026-08-06;3;6559.6591;6125.0000;6750.0000;0.0402;100.0000;Alta
Hortalizas;(sin informar);Buenos Aires;PAPA NEGRA;(sin informar);$/Kg;44;33;8;33;2026-01-12;2026-08-24;8;16477.2727;7500.0000;45000.0000;0.4349;100.0000;Alta
Hortalizas;(sin informar);Mendoza;CHOCLO AMARILLO;(sin informar);$/Kg;44;24;6;24;2026-01-12;2026-06-01;6;19250.0000;6000.0000;40000.0000;0.3855;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;San Juan;ESPARRAGO;Verde;$/Kg;44;39;5;39;2026-01-30;2026-08-24;5;9690.9091;2200.0000;15000.0000;0.3525;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;ZANAHORIA;Chantenay;$/Kg;44;43;3;43;2026-06-22;2026-08-24;3;703.6364;660.0000;750.0000;0.0291;100.0000;Alta
Frutas;(sin informar);Corrientes;MANDARINA NOVA;(sin informar);$/Kg;42;28;6;28;2026-03-10;2026-08-24;6;13880.9524;7000.0000;23000.0000;0.2251;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Rich Lady;$/Kg;42;42;3;42;2026-01-02;2026-03-04;3;2119.0493;1833.3300;2500.0000;0.1223;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Río Negro;PERA;Asiatica;$/Kg;42;30;3;30;2026-06-30;2026-08-24;3;2842.8571;2400.0000;3600.0000;0.1925;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;REMOLACHA;(sin informar);$/Kg;42;41;3;41;2026-06-24;2026-08-24;3;1055.7143;900.0000;1400.0000;0.1312;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Jujuy;HABA;(sin informar);$/Kg;41;40;5;40;2026-02-02;2026-08-24;5;2010.9756;1400.0000;4625.0000;0.4114;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;PIMIENTO;Calahorra;$/Kg;41;40;3;40;2026-03-02;2026-05-08;3;1676.5854;1300.0000;2000.0000;0.0964;100.0000;Alta
Hortalizas;(sin informar);Corrientes;LECHUGA REPOLLADA;(sin informar);$/Kg;40;33;6;33;2026-02-09;2026-08-17;6;14175.0000;8000.0000;30000.0000;0.3478;100.0000;Alta
Frutas;(sin informar);Corrientes;SANDIA REDONDA RAYADA;(sin informar);$/Kg;39;28;4;28;2026-01-05;2026-04-02;4;380.7692;300.0000;500.0000;0.1152;100.0000;Alta
Frutas;(sin informar);Río Negro;MANZANA GRANY SMITH ELEGIDA;(sin informar);$/Kg;39;30;8;30;2026-01-05;2026-08-24;8;46025.6410;20000.0000;69000.0000;0.2988;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Buenos Aires;PERA;Asiatica;$/Kg;39;39;3;39;2026-02-18;2026-04-17;3;1932.0513;1700.0000;2500.0000;0.1176;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Jujuy;PITAHAYA;(sin informar);$/Kg;39;38;3;38;2026-03-09;2026-05-06;3;14143.5897;12400.0000;19200.0000;0.1705;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Salta;BERENJENA;Jaspeada;$/Kg;39;33;3;33;2026-05-20;2026-07-07;3;1308.7605;916.6700;1583.3300;0.1817;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Linda Rosa;$/Kg;38;38;4;38;2026-01-27;2026-04-09;4;2151.7558;1916.6700;2700.0000;0.1093;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Río Negro;UVA;Red Globe;$/Kg;38;38;3;38;2026-05-18;2026-07-14;3;3510.5263;3400.0000;3900.0000;0.0529;100.0000;Alta
Hortalizas;(sin informar);Mendoza;CHOCLO CREMA;(sin informar);$/Kg;38;26;6;26;2026-01-05;2026-07-20;6;17000.0000;10000.0000;40000.0000;0.4159;100.0000;Alta
Hortalizas;(sin informar);Mendoza;REMOLACHA;(sin informar);$/Kg;38;28;7;28;2026-01-12;2026-08-17;7;11881.5789;7000.0000;25000.0000;0.5565;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;(sin informar);CARDO;Prom.Esp.;$/Kg;38;32;3;32;2026-05-15;2026-08-24;3;558.0263;320.0000;1625.0000;0.7627;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;CARDO;(sin informar);$/Kg;38;32;3;32;2026-05-15;2026-08-24;3;558.0263;320.0000;1625.0000;0.7627;100.0000;Alta
Frutas;(sin informar);Formosa;BANANA FORMOSENA;(sin informar);$/Kg;37;27;6;27;2026-04-20;2026-12-25;6;17621.6216;16000.0000;23000.0000;0.0817;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Nubia;$/Kg;37;37;3;37;2026-05-18;2026-07-13;3;5814.1892;5625.0000;6000.0000;0.0266;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Córdoba;MANI;(sin informar);$/Kg;37;37;3;37;2026-02-25;2026-04-22;3;2816.2162;2600.0000;3200.0000;0.0907;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Jujuy;LIMON;Eureka;$/Kg;37;36;3;36;2026-02-06;2026-05-14;3;1211.7116;888.8900;1555.5600;0.1775;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;San Luis;PAPA;Sagitta;$/Kg;37;33;4;33;2026-01-02;2026-08-10;4;1285.5405;600.0000;1650.0000;0.2858;100.0000;Alta
Hortalizas;(sin informar);Jujuy;LECHUGA REPOLLADA;(sin informar);$/Kg;36;24;6;24;2026-04-16;2026-12-25;6;22555.5556;15000.0000;35000.0000;0.2330;100.0000;Alta
Frutas;(sin informar);Mendoza;MANZANA R DELICIUS COMERCIAL;(sin informar);$/Kg;35;26;6;26;2026-03-05;2026-08-24;6;37600.0000;30000.0000;54000.0000;0.1721;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;D'Agen;$/Kg;35;35;3;35;2026-01-16;2026-03-09;3;1783.6743;1571.4300;2214.2900;0.1155;100.0000;Alta
Hortalizas;(sin informar);Jujuy;PEREJIL;(sin informar);$/Kg;35;24;6;24;2026-04-20;2026-12-25;6;18685.7143;2000.0000;25000.0000;0.3288;100.0000;Alta
Hortalizas;(sin informar);Mendoza;ZAPALLO TETSUKABUTO;(sin informar);$/Kg;35;26;7;26;2026-02-26;2026-08-24;7;12111.4286;700.0000;22000.0000;0.4033;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Río Negro;PAPA;Spunta;$/Kg;35;34;3;34;2026-03-13;2026-05-08;3;517.7783;377.7800;666.6700;0.1403;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;PEREJIL;(sin informar);$/Kg;35;35;3;35;2026-06-19;2026-08-24;3;1461.7143;900.0000;2700.0000;0.5061;100.0000;Alta
Hortalizas;(sin informar);Buenos Aires;ZAPALLITO TRONCO;(sin informar);$/Kg;34;26;4;26;2026-01-08;2026-04-06;4;17794.1176;8000.0000;20000.0000;0.2018;100.0000;Alta
Hortalizas;(sin informar);Jujuy;APIO DE HOJA;(sin informar);$/Kg;34;27;8;27;2026-01-02;2026-12-25;8;16176.4706;3000.0000;30000.0000;0.3354;100.0000;Alta
Frutas;(sin informar);Mendoza;PERA PACKAMS COMERCIAL;(sin informar);$/Kg;33;25;7;25;2026-01-12;2026-08-24;7;31696.9697;18000.0000;58000.0000;0.2762;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Bolivia;PLATANO;(sin informar);$/Kg;33;33;4;33;2026-03-27;2026-06-19;4;1881.8167;1833.3300;2100.0000;0.0346;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Chile;CIRUELA;Angeleno;$/Kg;33;32;3;32;2026-03-27;2026-05-14;3;3857.5758;3700.0000;4000.0000;0.0297;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Angeleno;$/Kg;33;32;3;32;2026-03-20;2026-05-11;3;2199.4967;2000.0000;2250.0000;0.0250;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Amarillo;$/Kg;33;33;3;33;2026-01-21;2026-03-10;3;1909.0912;1666.6700;2250.0000;0.0869;100.0000;Alta
Hortalizas;(sin informar);Corrientes;LAUREL;(sin informar);$/Kg;33;28;8;28;2026-01-08;2026-08-24;8;9030.3030;1000.0000;30000.0000;0.9411;100.0000;Alta
Hortalizas;(sin informar);Corrientes;ZAPALLO TETSUKABUTO;(sin informar);$/Kg;33;27;5;27;2026-01-05;2026-08-17;5;9196.9697;7000.0000;16000.0000;0.1883;100.0000;Alta
Hortalizas;(sin informar);Jujuy;CHOCLO AMARILLO;(sin informar);$/Kg;33;32;8;32;2026-01-05;2026-08-17;8;24393.9394;10000.0000;49000.0000;0.4650;100.0000;Alta
Frutas;(sin informar);Chaco;BANANA PARAGUAYA;(sin informar);$/Kg;32;26;6;26;2026-03-12;2026-08-24;6;25968.7500;22000.0000;35000.0000;0.1446;100.0000;Alta
Frutas;(sin informar);Río Negro;PERA WILIAMS COMERCIAL;(sin informar);$/Kg;32;21;7;21;2026-02-09;2026-08-03;7;26687.5000;20000.0000;32000.0000;0.0987;100.0000;Alta
Hortalizas;(sin informar);Corrientes;REPOLLO BLANCO;(sin informar);$/Kg;32;24;5;24;2026-01-05;2026-08-24;5;17437.5000;3000.0000;30000.0000;0.3270;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;SANDIA;(sin informar);$/Kg;31;31;3;31;2026-01-05;2026-03-13;3;584.5161;500.0000;700.0000;0.0962;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Tucumán;ARANDANO;(sin informar);$/Kg;31;30;4;30;2026-05-04;2026-08-24;4;54301.0719;7333.3300;86666.7000;0.3418;100.0000;Alta
Hortalizas;(sin informar);Jujuy;REMOLACHA;(sin informar);$/Kg;31;22;5;22;2026-04-20;2026-08-24;5;21664.5161;2000.0000;27000.0000;0.3549;100.0000;Alta
Hortalizas;(sin informar);Jujuy;REPOLLO BLANCO;(sin informar);$/Kg;31;22;6;22;2026-04-20;2026-12-25;6;20870.9677;2000.0000;25000.0000;0.1939;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Brasil;CEBOLLA;Optima;$/Kg;31;31;3;31;2026-02-09;2026-08-24;3;939.5161;550.0000;1450.0000;0.4578;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Corrientes;TOMATE;Perita;$/Kg;31;30;3;30;2026-06-29;2026-08-11;3;1284.0513;666.6700;2000.0000;0.3518;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;San Juan;ARVEJA;(sin informar);$/Kg;31;27;5;27;2026-04-08;2026-08-14;5;2705.6452;1375.0000;5750.0000;0.5607;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;LECHUGA;Capuchina;$/Kg;31;29;3;29;2026-05-04;2026-08-24;3;1187.7416;733.3300;1800.0000;0.2387;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Setemb.Sno;$/Kg;30;30;3;30;2026-02-25;2026-04-13;3;2422.7773;1666.6700;2833.3300;0.1866;100.0000;Alta
Hortalizas;(sin informar);Mendoza;REPOLLO COLORADO;(sin informar);$/Kg;30;30;8;30;2026-01-05;2026-08-24;8;20700.0000;10000.0000;35000.0000;0.3311;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;PAPA;Donata;$/Kg;30;29;3;29;2026-03-25;2026-05-07;3;904.1667;850.0000;1050.0000;0.0509;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);PECANA;Prom.Esp.;$/Kg;29;29;3;29;2026-05-22;2026-07-21;3;12155.1724;5000.0000;55000.0000;1.4020;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Buenos Aires;PECANA;(sin informar);$/Kg;29;29;3;29;2026-05-22;2026-07-21;3;12155.1724;5000.0000;55000.0000;1.4020;100.0000;Alta
Hortalizas;(sin informar);Jujuy;TOMATE CHERRY;(sin informar);$/Kg;29;26;7;26;2026-01-02;2026-08-13;7;24310.3448;2300.0000;45000.0000;0.4218;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;CEBOLLA;Colorada;$/Kg;29;29;3;29;2026-01-02;2026-06-25;3;649.1379;550.0000;750.0000;0.0702;100.0000;Alta
Frutas;(sin informar);Río Negro;PERA WILIAMS ELEGIDA;(sin informar);$/Kg;28;17;5;17;2026-03-09;2026-08-24;5;32357.1429;17000.0000;45000.0000;0.1737;100.0000;Alta
Hortalizas;(sin informar);Mendoza;PAPA BLANCA;(sin informar);$/Kg;28;22;7;22;2026-01-05;2026-08-17;7;17000.0000;11000.0000;30000.0000;0.3193;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;NABO;(sin informar);$/Kg;28;28;3;28;2026-01-23;2026-03-05;3;695.0000;640.0000;740.0000;0.0310;100.0000;Alta
Frutas;(sin informar);Corrientes;MANDARINA OKITSU;(sin informar);$/Kg;27;15;3;15;2026-03-17;2026-05-25;3;13000.0000;10000.0000;20000.0000;0.1872;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Catamarc;PAPA;Spunta;$/Kg;27;26;3;26;2026-06-29;2026-08-24;3;1184.3619;888.8900;1555.5600;0.2137;100.0000;Alta
Hortalizas;(sin informar);Corrientes;CHAUCHA POR METRO;(sin informar);$/Kg;26;23;5;23;2026-01-05;2026-05-22;5;1761.5385;1000.0000;3500.0000;0.3776;100.0000;Alta
Hortalizas;(sin informar);Corrientes;REMOLACHA;(sin informar);$/Kg;26;19;5;19;2026-04-20;2026-08-19;5;12615.3846;1500.0000;25000.0000;0.6732;100.0000;Alta
Hortalizas;(sin informar);Jujuy;COLIFLOR;(sin informar);$/Kg;26;21;6;21;2026-04-20;2026-12-25;6;24923.0769;3000.0000;30000.0000;0.2200;100.0000;Alta
Hortalizas;(sin informar);Jujuy;LECHUGA MANTECOSA;(sin informar);$/Kg;26;22;6;22;2026-04-20;2026-12-25;6;17538.4615;13000.0000;20000.0000;0.1209;100.0000;Alta
Hortalizas;(sin informar);Jujuy;PUERRO;(sin informar);$/Kg;26;21;6;21;2026-04-20;2026-12-25;6;11019.2308;3000.0000;60000.0000;1.3775;100.0000;Alta
Hortalizas;(sin informar);Jujuy;REPOLLO COLORADO;(sin informar);$/Kg;26;21;6;21;2026-04-20;2026-12-25;6;21961.5385;18000.0000;25000.0000;0.0767;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;(sin informar);POROTO;Prom.Esp.;$/Kg;26;25;4;25;2026-01-19;2026-08-05;4;3951.9231;2100.0000;31000.0000;1.4100;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;CHOCLO;Amarillo;$/Kg;26;26;3;26;2026-02-27;2026-04-09;3;580.7696;433.3300;800.0000;0.1976;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;POROTO;(sin informar);$/Kg;26;25;4;25;2026-01-19;2026-08-05;4;3951.9231;2100.0000;31000.0000;1.4100;100.0000;Alta
Hortalizas;(sin informar);Jujuy;PEPINO;(sin informar);$/Kg;25;23;7;23;2026-01-05;2026-08-24;7;16960.0000;6000.0000;33000.0000;0.4946;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Chile;UVA;Arra 15;$/Kg;24;24;3;24;2026-02-27;2026-04-07;3;4229.1667;3800.0000;4700.0000;0.0723;100.0000;Alta
Hortalizas;(sin informar);Mendoza;BATATA COLORADA;(sin informar);$/Kg;24;23;6;23;2026-01-05;2026-07-30;6;11583.3333;9000.0000;18000.0000;0.2825;100.0000;Alta
Hortalizas;(sin informar);Buenos Aires;TOMATE REDONDO;(sin informar);$/Kg;23;19;4;19;2026-02-09;2026-05-04;4;20608.6957;10000.0000;28000.0000;0.2169;100.0000;Alta
Hortalizas;(sin informar);Jujuy;CHOCLO CREMA;(sin informar);$/Kg;23;21;7;21;2026-03-02;2026-12-25;7;32565.2174;15000.0000;40000.0000;0.2534;100.0000;Alta
Frutas;(sin informar);Corrientes;MANDARINA MURCOT;(sin informar);$/Kg;22;14;6;14;2026-03-26;2026-08-24;6;12181.8182;8000.0000;22000.0000;0.3338;100.0000;Alta
Hortalizas;(sin informar);Corrientes;CHAUCHA ROLLIZA;(sin informar);$/Kg;22;20;5;20;2026-03-26;2026-08-19;5;16454.5455;1000.0000;30000.0000;0.4504;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Tucumán;ZAPALLITO;Redondo;$/Kg;22;17;3;17;2026-05-18;2026-07-03;3;1915.1509;1533.3300;2200.0000;0.0833;100.0000;Alta
Frutas;(sin informar);Mendoza;PELON;(sin informar);$/Kg;21;15;4;15;2026-01-12;2026-04-06;4;39666.6667;24000.0000;57000.0000;0.1765;100.0000;Alta
Hortalizas;(sin informar);Jujuy;BROCOLI;(sin informar);$/Kg;21;18;6;18;2026-04-20;2026-12-25;6;24142.8571;15000.0000;30000.0000;0.2232;100.0000;Alta
Hortalizas;(sin informar);Jujuy;ESPINACA;(sin informar);$/Kg;21;18;6;18;2026-04-20;2026-12-25;6;23333.3333;15000.0000;30000.0000;0.1529;100.0000;Alta
Hortalizas;(sin informar);Mendoza;BATATA BLANCA;(sin informar);$/Kg;21;17;5;17;2026-04-13;2026-08-24;5;8523.8095;6000.0000;10000.0000;0.0954;100.0000;Alta
Hortalizas;(sin informar);Mendoza;PIMIENTO MORRON ROJO;(sin informar);$/Kg;21;20;6;20;2026-02-09;2026-08-24;6;24523.8095;16000.0000;44000.0000;0.3982;100.0000;Alta
Hortalizas;(sin informar);Río Negro;CEBOLLA SINTETICA 14;(sin informar);$/Kg;21;21;6;21;2026-02-09;2026-08-24;6;14095.2381;7000.0000;35000.0000;0.4407;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;DAMASCO;Royal;$/Kg;40;21;1;21;2026-01-02;2026-01-30;1;2465.0000;2200.0000;2800.0000;0.1157;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Tucumán;KUMQUAT;(sin informar);$/Kg;40;14;1;14;2026-08-03;2026-08-21;1;2750.0000;2750.0000;2750.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Brasil;ANANA;Piña;$/Kg;26;11;1;11;2026-08-07;2026-08-24;1;2410.2523;2333.3300;2444.4400;0.0217;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Corrientes;MANDARINA;Ellendale;$/Kg;26;11;1;11;2026-08-07;2026-08-24;1;555.5600;555.5600;555.5600;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DAMASCO;Castel Bri;$/Kg;24;14;1;14;2026-01-02;2026-01-21;1;2488.8892;2400.0000;2583.3300;0.0232;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Brasil;MELON;Orange;$/Kg;23;10;1;10;2026-08-10;2026-08-24;1;3778.2609;3700.0000;3800.0000;0.0112;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Sweet Sept;$/Kg;22;15;1;15;2026-03-04;2026-03-26;1;2695.4545;2200.0000;3800.0000;0.2075;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;(sin informar);DAMASCO;Prom.Esp.;$/Kg;21;21;1;21;2026-01-02;2026-01-30;1;2457.5129;2200.0000;2520.8300;0.0374;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;DURAZNO;Rich Lady;$/Kg;21;21;1;21;2026-01-02;2026-01-30;1;2083.3310;1750.0000;2333.3300;0.0820;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;ARANDANO;(sin informar);$/Kg;20;20;1;20;2026-01-02;2026-01-29;1;12566.6700;11333.3000;14000.0000;0.0650;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;CEREZA;Royal Dawn;$/Kg;20;20;1;20;2026-01-02;2026-01-29;1;6700.0000;6400.0000;7400.0000;0.0601;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Coronet;$/Kg;20;10;1;10;2026-01-02;2026-01-15;1;2766.6650;2700.0000;2833.3300;0.0247;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Gran Monar;$/Kg;20;10;1;10;2026-02-09;2026-02-24;1;2610.0000;2400.0000;2900.0000;0.0775;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;PAPA;Spunta;$/Kg;20;20;1;20;2026-01-02;2026-01-29;1;517.4995;444.4400;611.1100;0.0912;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Tucumán;POMELO;Star Ruby;$/Kg;18;18;1;18;2026-03-04;2026-03-31;1;1722.2211;1600.0000;1866.6700;0.0445;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;PELON;Florida;$/Kg;17;11;1;11;2026-01-02;2026-01-16;1;2941.1765;2800.0000;3300.0000;0.0712;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Royal Zee;$/Kg;17;17;1;17;2026-01-02;2026-01-26;1;2000.0000;2000.0000;2000.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;PELON;Flame Kist;$/Kg;17;17;1;17;2026-03-02;2026-03-26;1;2210.7835;2000.0000;2500.0000;0.0778;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;San Juan;CEBOLLA;Blanca;$/Kg;17;17;1;17;2026-01-02;2026-01-26;1;700.0000;700.0000;700.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Chubut;CEREZA;Bing;$/Kg;16;16;1;16;2026-01-02;2026-01-23;1;7512.5000;7000.0000;8000.0000;0.0400;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Crimson La;$/Kg;16;8;1;8;2026-01-02;2026-01-13;1;2808.3350;2416.6700;3200.0000;0.1440;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;San Juan;MELON;Amarillo;$/Kg;16;16;1;16;2026-01-08;2026-01-29;1;2543.7500;2300.0000;2700.0000;0.0379;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;DURAZNO;South Pear;$/Kg;15;15;1;15;2026-01-02;2026-01-22;1;2166.6700;2166.6700;2166.6700;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Corrientes;NARANJA;W.Navel;$/Kg;15;15;1;15;2026-06-01;2026-06-22;1;629.6300;611.1100;666.6700;0.0431;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Entre Ríos;NARANJA;Ombligo;$/Kg;15;15;1;15;2026-01-02;2026-01-22;1;1985.1893;1000.0000;2055.5600;0.1373;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;CEREZA;Lapins;$/Kg;15;15;1;15;2026-01-02;2026-01-22;1;8266.6667;6800.0000;9600.0000;0.1137;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Andesblack;$/Kg;14;14;1;14;2026-03-06;2026-03-27;1;1946.4293;1750.0000;2000.0000;0.0398;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Sgo.Est.;MELON;Amarillo;$/Kg;14;14;1;14;2026-01-12;2026-01-29;1;1416.6700;1416.6700;1416.6700;0.0000;100.0000;Baja
